cmt-conference,core_platform,0.15492957746478872,0.7333333333333333,0.25581395348837205
cmt-confOf,core_platform,0.1875,0.5625,0.28125
cmt-edas,core_platform,0.12121212121212122,0.6153846153846154,0.20253164556962025
cmt-ekaw,core_platform,0.08333333333333333,0.45454545454545453,0.1408450704225352
cmt-iasted,core_platform,0.06349206349206349,1.0,0.11940298507462686
cmt-sigkdd,core_platform,0.22448979591836735,0.9166666666666666,0.36065573770491804
conference-confOf,core_platform,0.1935483870967742,0.8,0.3116883116883117
conference-edas,core_platform,0.10784313725490197,0.6470588235294118,0.18487394957983194
conference-ekaw,core_platform,0.13953488372093023,0.48,0.21621621621621617
conference-iasted,core_platform,0.07368421052631578,0.5,0.12844036697247704
conference-sigkdd,core_platform,0.15151515151515152,0.6666666666666666,0.2469135802469136
confOf-edas,core_platform,0.2028985507246377,0.7368421052631579,0.3181818181818182
confOf-ekaw,core_platform,0.3333333333333333,0.85,0.4788732394366197
confOf-iasted,core_platform,0.14814814814814814,0.8888888888888888,0.25396825396825395
confOf-sigkdd,core_platform,0.09090909090909091,0.7142857142857143,0.16129032258064518
edas-ekaw,core_platform,0.13592233009708737,0.6086956521739131,0.22222222222222224
edas-iasted,core_platform,0.07246376811594203,0.5263157894736842,0.12738853503184716
edas-sigkdd,core_platform,0.12162162162162163,0.6,0.20224719101123598
ekaw-iasted,core_platform,0.0761904761904762,0.8,0.13913043478260873
ekaw-sigkdd,core_platform,0.13846153846153847,0.8181818181818182,0.2368421052631579
iasted-sigkdd,core_platform,0.17391304347826086,0.8,0.2857142857142857